Order ID,Customer ID,Order date & time,Product,Order value (gross),Order value (net),Discount applied (₹),Discount applied (%),Payment mode,Shipping city,Pincode,First order vs repeat,Channel source (last touch),Delivered / Returned / RTO,order_rank,Corrected order type
ORD-20220726-003136,CUST-0006663,2022-07-26 19:27:00,Mixed Cart,1962,1864,98,5.0,COD,Lucknow,713108,First,Organic Instagram,Delivered,1.0,First
ORD-20220726-003137,CUST-0004616,2022-07-26 14:04:00,Single item,2134,1907,227,10.7,UPI,Kochi,158141,First,Google,Delivered,1.0,First
ORD-20220726-003138,CUST-0004225,2022-07-26 22:52:00,Single item,1875,1781,94,5.0,UPI,Kolkata,742037,First,Meta,Delivered,1.0,First
ORD-20220726-003139,CUST-0022414,2022-07-26 19:12:00,Mixed Cart,1800,1590,210,11.7,Wallet,Bengaluru,562581,First,Meta,Returned,1.0,First
ORD-20220726-003140,CUST-0023819,2022-07-26 17:12:00,2-item cart,1830,1617,214,11.7,COD,Nashik,160973,First,Organic Instagram,Returned,1.0,First
ORD-20220726-003141,CUST-0022272,2022-07-26 23:04:00,Mixed Cart,1800,1561,239,13.3,COD,Nagpur,818940,First,Influencer,Returned,1.0,First
ORD-20220726-003142,CUST-0004070,2022-07-26 17:10:00,2-item cart,2126,1808,318,15.0,COD,Patna,777882,First,Meta,Returned,1.0,First
ORD-20220726-003143,CUST-0002521,2022-07-26 21:50:00,2-item cart,2145,1820,325,15.1,COD,Bhopal,547333,First,Meta,RTO,1.0,First
ORD-20220726-003144,CUST-0007728,2022-07-26 16:26:00,Single item,2261,2148,113,5.0,Card,Dehradun,479946,First,Meta,Returned,1.0,First
ORD-20220726-003145,CUST-0017645,2022-07-26 16:08:00,Mixed Cart,2059,1732,328,15.9,UPI,Bengaluru,356434,First,Google,Returned,1.0,First
ORD-20220726-003146,CUST-0022039,2022-07-26 22:33:00,2-item cart,2010,1816,194,9.7,UPI,Pune,258000,First,Google,Returned,1.0,First
ORD-20220727-003147,CUST-0024903,2022-07-27 10:31:00,Mixed Cart,1800,1350,450,25.0,NetBanking,Surat,368739,First,Instagram DM,Delivered,1.0,First
ORD-20220727-003148,CUST-0004579,2022-07-27 19:38:00,2-item cart,1843,1619,224,12.2,UPI,Mumbai,322035,Repeat,Organic Instagram,RTO,2.0,Repeat
ORD-20220727-003149,CUST-0025060,2022-07-27 11:42:00,Single item,1915,1630,285,14.9,UPI,Kochi,245496,First,Google,Delivered,1.0,First
ORD-20220727-003150,CUST-0014446,2022-07-27 17:27:00,2-item cart,1800,1350,450,25.0,Card,Kolkata,575372,First,Email/SMS,Returned,1.0,First
ORD-20220727-003151,CUST-0003190,2022-07-27 18:59:00,Single item,1800,1350,450,25.0,UPI,Chennai,558781,First,Organic Instagram,Returned,1.0,First
ORD-20220727-003152,CUST-0004180,2022-07-27 22:49:00,Mixed Cart,1800,1350,450,25.0,Card,Delhi,163482,Repeat,Email/SMS,Returned,2.0,Repeat
ORD-20220727-003153,CUST-0007294,2022-07-27 11:13:00,Mixed Cart,2255,2038,218,9.7,Card,Indore,567876,First,Google,Delivered,1.0,First
ORD-20220727-003154,CUST-0009438,2022-07-27 20:56:00,Single item,1800,1531,269,15.0,COD,Ahmedabad,335673,First,Influencer,RTO,1.0,First
ORD-20220727-003155,CUST-0007244,2022-07-27 19:55:00,Single item,1800,1378,422,23.5,Card,Pune,739685,First,Email/SMS,Returned,1.0,First
ORD-20220727-003156,CUST-0015138,2022-07-27 19:44:00,2-item cart,1800,1350,450,25.0,Card,Mumbai,411805,First,Meta,Delivered,1.0,First
ORD-20220727-003157,CUST-0009823,2022-07-27 20:11:00,2-item cart,2058,1801,256,12.5,Card,Chandigarh,815666,First,Meta,RTO,1.0,First
ORD-20220727-003158,CUST-0007065,2022-07-27 23:16:00,2-item cart,1812,1615,197,10.9,Card,Bengaluru,330480,First,Influencer,Delivered,1.0,First
ORD-20220727-003159,CUST-0006795,2022-07-27 19:05:00,2-item cart,1815,1636,179,9.9,COD,Ludhiana,117818,First,Meta,Returned,1.0,First
ORD-20220728-003160,CUST-0005152,2022-07-28 16:45:00,Mixed Cart,2375,1859,516,21.7,Card,Mumbai,767667,First,Organic Instagram,Delivered,1.0,First
ORD-20220728-003161,CUST-0007635,2022-07-28 15:42:00,Single item,2280,1971,309,13.5,Wallet,Delhi,500210,Repeat,Meta,Delivered,2.0,Repeat
ORD-20220728-003162,CUST-0004605,2022-07-28 20:27:00,2-item cart,2054,1713,340,16.6,UPI,Bhopal,554732,First,Meta,Delivered,1.0,First
ORD-20220728-003163,CUST-0003952,2022-07-28 14:25:00,2-item cart,1924,1668,256,13.3,Card,Lucknow,434080,Repeat,Offline (Friends/Family),Returned,2.0,Repeat
ORD-20220728-003164,CUST-0023639,2022-07-28 22:26:00,Mixed Cart,1800,1492,308,17.1,COD,Bhubaneswar,480889,First,Email/SMS,Delivered,1.0,First
ORD-20220728-003165,CUST-0011107,2022-07-28 14:52:00,Single item,2010,1772,238,11.9,COD,Bhopal,459068,First,Meta,Returned,1.0,First
ORD-20220728-003166,CUST-0019880,2022-07-28 23:32:00,2-item cart,2339,2134,205,8.8,COD,Jaipur,706516,First,Meta,Delivered,1.0,First
ORD-20220728-003167,CUST-0000414,2022-07-28 19:26:00,Single item,1997,1757,240,12.0,UPI,Ludhiana,349774,First,Meta,Returned,1.0,First
ORD-20220728-003168,CUST-0016903,2022-07-28 19:53:00,2-item cart,1800,1598,202,11.2,UPI,Pune,119128,First,Meta,Delivered,1.0,First
ORD-20220728-003169,CUST-0015728,2022-07-28 11:46:00,2-item cart,1800,1475,325,18.1,Wallet,Nagpur,317577,First,Meta,Delivered,1.0,First
ORD-20220728-003170,CUST-0014079,2022-07-28 10:17:00,2-item cart,2251,2008,243,10.8,UPI,Mumbai,758888,First,Meta,RTO,1.0,First
ORD-20220728-003171,CUST-0003994,2022-07-28 12:11:00,Mixed Cart,1859,1766,93,5.0,UPI,Gurgaon,489274,First,Meta,Delivered,1.0,First
ORD-20220728-003172,CUST-0023673,2022-07-28 13:38:00,Single item,2406,2258,148,6.1,UPI,Mumbai,816435,First,Email/SMS,Delivered,1.0,First
ORD-20220728-003173,CUST-0014173,2022-07-28 18:16:00,Mixed Cart,2396,1954,442,18.4,Card,Coimbatore,454375,First,Meta,Delivered,1.0,First
ORD-20220728-003174,CUST-0016346,2022-07-28 13:42:00,2-item cart,1966,1801,165,8.4,Card,Kochi,135216,First,Email/SMS,Delivered,1.0,First
ORD-20220728-003175,CUST-0012363,2022-07-28 14:25:00,Mixed Cart,1977,1713,264,13.4,Card,Kochi,342764,First,Influencer,RTO,1.0,First
ORD-20220729-003176,CUST-0016567,2022-07-29 20:19:00,Mixed Cart,1843,1718,125,6.8,UPI,Kochi,483274,First,Instagram DM,Returned,1.0,First
ORD-20220729-003177,CUST-0005413,2022-07-29 12:21:00,Single item,1800,1360,440,24.4,Card,Gurgaon,505317,First,Influencer,Returned,1.0,First
ORD-20220729-003178,CUST-0015986,2022-07-29 15:28:00,Single item,2456,2174,282,11.5,UPI,Rajkot,542926,First,Instagram DM,Delivered,1.0,First
ORD-20220729-003179,CUST-0015320,2022-07-29 17:03:00,2-item cart,2162,1952,210,9.7,UPI,Gurgaon,822966,First,Google,Delivered,1.0,First
ORD-20220729-003180,CUST-0010103,2022-07-29 16:25:00,Mixed Cart,1800,1374,426,23.6,Wallet,Bengaluru,515102,First,Meta,Delivered,1.0,First
ORD-20220729-003181,CUST-0012653,2022-07-29 16:10:00,Single item,1800,1511,289,16.1,COD,Noida,657124,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20220729-003182,CUST-0008350,2022-07-29 14:16:00,Mixed Cart,2262,2019,243,10.7,Wallet,Noida,823222,Repeat,Instagram DM,Delivered,2.0,Repeat
ORD-20220729-003183,CUST-0020369,2022-07-29 15:05:00,Mixed Cart,2154,1889,265,12.3,COD,Chennai,200889,First,Meta,RTO,1.0,First
ORD-20220729-003184,CUST-0003326,2022-07-29 18:14:00,2-item cart,1812,1573,240,13.2,Card,Lucknow,237198,First,Influencer,Returned,1.0,First
ORD-20220730-003185,CUST-0014422,2022-07-30 19:04:00,Mixed Cart,1941,1717,224,11.5,COD,Delhi,627824,First,Influencer,Delivered,1.0,First
ORD-20220730-003186,CUST-0012551,2022-07-30 18:51:00,2-item cart,1800,1585,215,12.0,COD,Pune,139154,First,Meta,Delivered,1.0,First
ORD-20220730-003187,CUST-0007880,2022-07-30 12:01:00,2-item cart,1838,1556,282,15.4,Card,Hyderabad,336754,First,Meta,Delivered,1.0,First
ORD-20220730-003188,CUST-0022114,2022-07-30 20:48:00,Single item,2143,1795,348,16.2,UPI,Mumbai,690191,First,Meta,RTO,1.0,First
ORD-20220730-003189,CUST-0015857,2022-07-30 11:35:00,Single item,2096,1729,367,17.5,UPI,Bhubaneswar,301819,First,Google,Delivered,1.0,First
ORD-20220730-003190,CUST-0020828,2022-07-30 11:42:00,Mixed Cart,2240,1956,284,12.7,UPI,Kanpur,832740,Repeat,Influencer,Delivered,2.0,Repeat
ORD-20220730-003191,CUST-0015169,2022-07-30 19:40:00,2-item cart,1800,1469,331,18.4,UPI,Hyderabad,332891,First,Meta,Returned,1.0,First
ORD-20220730-003192,CUST-0025696,2022-07-30 18:15:00,Mixed Cart,1994,1741,253,12.7,COD,Kanpur,614323,First,Organic Instagram,Returned,1.0,First
ORD-20220730-003193,CUST-0003722,2022-07-30 17:19:00,Mixed Cart,2084,1929,154,7.4,Card,Nagpur,833466,First,Meta,Delivered,1.0,First
ORD-20220730-003194,CUST-0001745,2022-07-30 12:57:00,Single item,2279,2074,205,9.0,UPI,Delhi,654919,First,Organic Instagram,Delivered,1.0,First
ORD-20220730-003195,CUST-0003737,2022-07-30 14:40:00,Mixed Cart,2291,2144,146,6.4,UPI,Delhi,228758,First,Influencer,RTO,1.0,First
ORD-20220730-003196,CUST-0005654,2022-07-30 23:45:00,2-item cart,2186,1897,290,13.2,UPI,Delhi,826431,First,Meta,Delivered,1.0,First
ORD-20220730-003197,CUST-0001407,2022-07-30 12:23:00,2-item cart,2477,2179,298,12.0,Wallet,Mumbai,227130,First,Meta,Returned,1.0,First
ORD-20220730-003198,CUST-0005488,2022-07-30 12:33:00,Mixed Cart,1800,1560,240,13.3,Wallet,Ahmedabad,137864,First,Influencer,Delivered,1.0,First
ORD-20220730-003199,CUST-0015345,2022-07-30 11:07:00,2-item cart,2295,2029,265,11.6,COD,Noida,541421,First,Email/SMS,RTO,1.0,First
ORD-20220730-003200,CUST-0008408,2022-07-30 11:21:00,Mixed Cart,1800,1471,329,18.3,COD,Kolkata,355222,First,Meta,RTO,1.0,First
ORD-20220730-003201,CUST-0011076,2022-07-30 14:05:00,Single item,1902,1692,209,11.0,UPI,Visakhapatnam,406657,First,Instagram DM,Delivered,1.0,First
ORD-20220731-003202,CUST-0001988,2022-07-31 19:33:00,2-item cart,2079,1835,245,11.8,Card,Mumbai,448011,First,Meta,Returned,1.0,First
ORD-20220731-003203,CUST-0016037,2022-07-31 12:35:00,Single item,1953,1855,97,5.0,Card,Delhi,630695,First,Meta,Delivered,1.0,First
ORD-20220731-003204,CUST-0007446,2022-07-31 21:00:00,Mixed Cart,1841,1714,127,6.9,NetBanking,Chandigarh,521780,First,Meta,RTO,1.0,First
ORD-20220731-003205,CUST-0000255,2022-07-31 13:20:00,Single item,2138,2026,112,5.3,UPI,Kanpur,573331,First,Google,Delivered,1.0,First
ORD-20220731-003206,CUST-0010922,2022-07-31 21:08:00,Single item,2074,1841,233,11.2,UPI,Kochi,357735,First,Meta,RTO,1.0,First
ORD-20220731-003207,CUST-0013998,2022-07-31 11:52:00,2-item cart,1800,1595,205,11.4,Wallet,Visakhapatnam,670112,First,Organic Instagram,Delivered,1.0,First
ORD-20220731-003208,CUST-0019534,2022-07-31 10:11:00,Single item,2021,1762,258,12.8,UPI,Coimbatore,779031,Repeat,Meta,Delivered,2.0,Repeat
ORD-20220731-003209,CUST-0007455,2022-07-31 21:05:00,Single item,1877,1669,208,11.1,UPI,Hyderabad,571304,First,Organic Instagram,Delivered,1.0,First
ORD-20220731-003210,CUST-0022621,2022-07-31 20:42:00,2-item cart,2172,1901,271,12.5,COD,Bhubaneswar,579585,First,Google,Returned,1.0,First
ORD-20220731-003211,CUST-0017774,2022-07-31 18:43:00,2-item cart,2098,1875,223,10.6,NetBanking,Jaipur,715605,First,Meta,Delivered,1.0,First
ORD-20220731-003212,CUST-0016380,2022-07-31 23:58:00,Single item,1893,1659,233,12.3,COD,Chennai,570302,First,Meta,Delivered,1.0,First
ORD-20220731-003213,CUST-0003160,2022-07-31 14:36:00,2-item cart,1800,1580,220,12.2,Card,Indore,209151,First,Meta,RTO,1.0,First
ORD-20220731-003214,CUST-0004225,2022-07-31 23:29:00,Single item,1800,1611,189,10.5,Wallet,Coimbatore,692085,Repeat,Influencer,Delivered,2.0,Repeat
ORD-20220731-003215,CUST-0014432,2022-07-31 14:28:00,Mixed Cart,2496,2138,359,14.4,Card,Pune,308807,First,Meta,Delivered,1.0,First
ORD-20220731-003216,CUST-0002843,2022-07-31 19:41:00,2-item cart,2138,1849,289,13.5,Card,Indore,357171,First,Google,Returned,1.0,First
ORD-20220731-003217,CUST-0006232,2022-07-31 12:39:00,2-item cart,2301,2119,182,7.9,UPI,Bhopal,605555,First,Google,Returned,1.0,First
ORD-20220801-003218,CUST-0018853,2022-08-01 10:57:00,2-item cart,2069,1632,437,21.1,Card,Coimbatore,314943,First,Influencer,Returned,1.0,First
ORD-20220801-003219,CUST-0022195,2022-08-01 14:34:00,2-item cart,2264,1742,522,23.1,Card,Indore,353814,First,Influencer,Delivered,1.0,First
ORD-20220801-003220,CUST-0018124,2022-08-01 12:45:00,Single item,1800,1535,265,14.7,COD,Chennai,586027,Repeat,Influencer,Returned,2.0,Repeat
ORD-20220801-003221,CUST-0010216,2022-08-01 15:55:00,Single item,2035,1574,462,22.7,Wallet,Ludhiana,771409,Repeat,Organic Instagram,Delivered,2.0,Repeat
ORD-20220801-003222,CUST-0009642,2022-08-01 13:17:00,2-item cart,2324,1897,427,18.4,Card,Pune,502586,Repeat,Meta,Delivered,2.0,Repeat
ORD-20220801-003223,CUST-0008557,2022-08-01 12:55:00,Single item,2361,1781,580,24.6,COD,Lucknow,549973,First,Meta,Delivered,1.0,First
ORD-20220801-003224,CUST-0026189,2022-08-01 14:17:00,Single item,1978,1574,404,20.4,COD,Noida,794097,First,Instagram DM,Delivered,1.0,First
ORD-20220801-003225,CUST-0008689,2022-08-01 11:04:00,Single item,2155,1720,434,20.2,Wallet,Bengaluru,705203,Repeat,Google,Returned,2.0,Repeat
ORD-20220801-003226,CUST-0005887,2022-08-01 20:35:00,Single item,2307,1872,435,18.9,COD,Gurgaon,506955,First,Meta,Delivered,1.0,First
ORD-20220801-003227,CUST-0013366,2022-08-01 19:07:00,Single item,2552,2086,466,18.2,UPI,Ahmedabad,750105,First,Meta,Delivered,1.0,First
ORD-20220801-003228,CUST-0014489,2022-08-01 19:38:00,Mixed Cart,2588,2081,508,19.6,UPI,Kolkata,324222,First,Google,Delivered,1.0,First
ORD-20220801-003229,CUST-0026608,2022-08-01 17:23:00,2-item cart,2223,1671,552,24.8,UPI,Delhi,112203,First,Meta,Returned,1.0,First
ORD-20220801-003230,CUST-0009109,2022-08-01 20:04:00,Mixed Cart,2004,1489,516,25.7,Card,Indore,830754,Repeat,Meta,Delivered,2.0,Repeat
ORD-20220801-003231,CUST-0002498,2022-08-01 12:16:00,Single item,1906,1626,280,14.7,UPI,Jaipur,257130,Repeat,Email/SMS,Delivered,2.0,Repeat
ORD-20220801-003232,CUST-0012581,2022-08-01 21:30:00,Mixed Cart,2393,2154,239,10.0,Wallet,Bengaluru,159751,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20220801-003233,CUST-0024362,2022-08-01 16:00:00,Single item,3086,2188,897,29.1,Card,Pune,137772,First,Organic Instagram,Delivered,1.0,First
ORD-20220801-003234,CUST-0003357,2022-08-01 21:28:00,Mixed Cart,2722,1906,817,30.0,Wallet,Pune,176964,First,Google,Delivered,1.0,First
ORD-20220801-003235,CUST-0012869,2022-08-01 10:24:00,Single item,2128,1718,410,19.3,COD,Bengaluru,197582,First,Meta,Returned,1.0,First
ORD-20220801-003236,CUST-0006260,2022-08-01 15:00:00,Single item,2445,1916,528,21.6,UPI,Mumbai,376674,First,Meta,Delivered,1.0,First
ORD-20220801-003237,CUST-0013620,2022-08-01 18:59:00,Single item,1830,1583,246,13.5,COD,Ranchi,646282,First,Offline (Friends/Family),Returned,1.0,First
ORD-20220801-003238,CUST-0008660,2022-08-01 10:35:00,2-item cart,1979,1577,402,20.3,COD,Nagpur,419705,First,Meta,Delivered,1.0,First
ORD-20220801-003239,CUST-0020862,2022-08-01 22:24:00,2-item cart,2455,1848,607,24.7,COD,Kolkata,383960,First,Email/SMS,Delivered,1.0,First
ORD-20220801-003240,CUST-0008435,2022-08-01 11:17:00,Mixed Cart,2337,2025,312,13.4,Card,Chandigarh,343663,First,Meta,Delivered,1.0,First
ORD-20220801-003241,CUST-0018967,2022-08-01 16:04:00,2-item cart,2446,2134,311,12.7,UPI,Jaipur,447702,First,Influencer,Delivered,1.0,First
ORD-20220802-003242,CUST-0006991,2022-08-02 15:42:00,2-item cart,1956,1579,378,19.3,Wallet,Nashik,748378,First,Google,RTO,1.0,First
ORD-20220802-003243,CUST-0026896,2022-08-02 17:30:00,Mixed Cart,1800,1471,329,18.3,Card,Lucknow,329127,Repeat,Meta,Delivered,2.0,Repeat
ORD-20220802-003244,CUST-0007158,2022-08-02 20:06:00,Single item,2029,1581,447,22.0,Card,Bhopal,671498,First,Meta,Returned,1.0,First
ORD-20220802-003245,CUST-0026493,2022-08-02 19:03:00,Mixed Cart,2003,1664,339,16.9,Card,Mumbai,249847,First,Influencer,Delivered,1.0,First
ORD-20220802-003246,CUST-0020232,2022-08-02 20:24:00,2-item cart,2142,1872,270,12.6,Card,Hyderabad,819376,First,Organic Instagram,RTO,1.0,First
ORD-20220802-003247,CUST-0002854,2022-08-02 15:54:00,Mixed Cart,2253,1703,550,24.4,UPI,Jaipur,245823,First,Influencer,Delivered,1.0,First
ORD-20220802-003248,CUST-0025725,2022-08-02 14:58:00,Mixed Cart,1800,1350,450,25.0,UPI,Bengaluru,720720,First,Google,Delivered,1.0,First
ORD-20220802-003249,CUST-0007878,2022-08-02 20:14:00,Mixed Cart,1861,1617,244,13.1,UPI,Patna,782043,Repeat,Influencer,Delivered,2.0,Repeat
ORD-20220802-003250,CUST-0013676,2022-08-02 15:02:00,2-item cart,2182,1869,313,14.3,Wallet,Ludhiana,448422,First,Meta,Delivered,1.0,First
ORD-20220802-003251,CUST-0011555,2022-08-02 18:51:00,Mixed Cart,1911,1719,192,10.0,COD,Noida,456301,Repeat,Meta,Returned,2.0,Repeat
ORD-20220802-003252,CUST-0025989,2022-08-02 18:53:00,Single item,2312,1669,643,27.8,Card,Chandigarh,196289,First,Influencer,Delivered,1.0,First
ORD-20220802-003253,CUST-0005740,2022-08-02 23:30:00,2-item cart,2961,2142,819,27.7,Card,Indore,558901,First,Meta,Delivered,1.0,First
ORD-20220802-003254,CUST-0018473,2022-08-02 17:16:00,Single item,1800,1416,384,21.4,Card,Pune,344955,First,Meta,RTO,1.0,First
ORD-20220802-003255,CUST-0011223,2022-08-02 10:35:00,2-item cart,2209,1739,470,21.3,Card,Mumbai,245165,First,Meta,Delivered,1.0,First
ORD-20220803-003256,CUST-0011165,2022-08-03 15:14:00,Single item,1866,1539,328,17.5,UPI,Dehradun,818539,First,Instagram DM,Delivered,1.0,First
ORD-20220803-003257,CUST-0002305,2022-08-03 15:10:00,Single item,2098,1888,210,10.0,UPI,Bhopal,285720,First,Meta,Delivered,1.0,First
ORD-20220803-003258,CUST-0022666,2022-08-03 16:50:00,Mixed Cart,2691,2114,577,21.4,Card,Mumbai,737907,First,Google,Delivered,1.0,First
ORD-20220803-003259,CUST-0019767,2022-08-03 12:41:00,Mixed Cart,1800,1585,215,11.9,Wallet,Delhi,339127,First,Meta,Returned,1.0,First
ORD-20220803-003260,CUST-0026392,2022-08-03 11:30:00,Single item,2643,2193,450,17.0,Card,Dehradun,322161,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20220803-003261,CUST-0002846,2022-08-03 18:52:00,Single item,2839,2219,621,21.9,Card,Bengaluru,550024,First,Organic Instagram,RTO,1.0,First
ORD-20220803-003262,CUST-0006528,2022-08-03 20:01:00,Single item,1945,1543,402,20.7,UPI,Ahmedabad,690204,First,Influencer,Delivered,1.0,First
ORD-20220803-003263,CUST-0015910,2022-08-03 10:37:00,Single item,1857,1569,288,15.5,COD,Bhopal,543267,First,Meta,Delivered,1.0,First
ORD-20220803-003264,CUST-0014947,2022-08-03 23:26:00,Mixed Cart,2263,1965,298,13.2,UPI,Hyderabad,423310,First,Organic Instagram,Returned,1.0,First
ORD-20220803-003265,CUST-0022801,2022-08-03 11:39:00,Single item,2347,1644,704,30.0,UPI,Hyderabad,226434,First,Meta,Delivered,1.0,First
ORD-20220803-003266,CUST-0010450,2022-08-03 19:20:00,Single item,2558,2073,485,19.0,UPI,Nagpur,251867,First,Meta,Delivered,1.0,First
ORD-20220803-003267,CUST-0002289,2022-08-03 13:23:00,Single item,2341,1969,372,15.9,UPI,Chandigarh,440198,First,Influencer,Delivered,1.0,First
ORD-20220803-003268,CUST-0026224,2022-08-03 16:16:00,Single item,1800,1350,450,25.0,COD,Mumbai,571391,First,Meta,Delivered,1.0,First
ORD-20220803-003269,CUST-0016615,2022-08-03 21:52:00,2-item cart,2123,1751,372,17.5,Card,Pune,550471,First,Offline (Friends/Family),Returned,1.0,First
ORD-20220804-003270,CUST-0018970,2022-08-04 20:08:00,2-item cart,1995,1795,200,10.0,Card,Mumbai,721459,First,Meta,Returned,1.0,First
ORD-20220804-003271,CUST-0005167,2022-08-04 12:22:00,Single item,2273,1909,364,16.0,UPI,Gurgaon,488772,First,Meta,Delivered,1.0,First
ORD-20220804-003272,CUST-0026762,2022-08-04 12:23:00,Mixed Cart,2038,1800,238,11.7,Card,Noida,741858,Repeat,Google,Delivered,2.0,Repeat
ORD-20220804-003273,CUST-0002706,2022-08-04 19:19:00,2-item cart,1961,1503,458,23.4,Card,Bhopal,765298,First,Influencer,Delivered,1.0,First
ORD-20220804-003274,CUST-0009608,2022-08-04 15:53:00,2-item cart,2341,1880,461,19.7,NetBanking,Kolkata,447044,First,Influencer,RTO,1.0,First
ORD-20220804-003275,CUST-0005119,2022-08-04 11:23:00,2-item cart,2308,1943,365,15.8,NetBanking,Nashik,661886,Repeat,Google,Returned,2.0,Repeat
ORD-20220804-003276,CUST-0015399,2022-08-04 10:50:00,2-item cart,1862,1613,248,13.3,COD,Surat,473489,Repeat,Meta,Delivered,2.0,Repeat
ORD-20220804-003277,CUST-0022252,2022-08-04 17:02:00,Mixed Cart,1830,1533,297,16.2,COD,Chennai,260212,First,Email/SMS,Delivered,1.0,First
ORD-20220804-003278,CUST-0001878,2022-08-04 12:58:00,Mixed Cart,2101,1641,460,21.9,COD,Bengaluru,190445,First,Organic Instagram,RTO,1.0,First
ORD-20220804-003279,CUST-0013873,2022-08-04 17:15:00,2-item cart,2216,1819,397,17.9,UPI,Delhi,543697,First,Influencer,RTO,1.0,First
ORD-20220804-003280,CUST-0024437,2022-08-04 19:39:00,2-item cart,2069,1663,407,19.7,UPI,Nashik,477055,First,Organic Instagram,Delivered,1.0,First
ORD-20220804-003281,CUST-0021845,2022-08-04 20:11:00,2-item cart,2966,2284,682,23.0,COD,Mysuru,698827,First,Google,Delivered,1.0,First
ORD-20220804-003282,CUST-0022096,2022-08-04 11:22:00,Mixed Cart,2421,1971,451,18.6,Wallet,Jaipur,642772,First,Meta,Delivered,1.0,First
ORD-20220804-003283,CUST-0013645,2022-08-04 15:23:00,Mixed Cart,1800,1350,450,25.0,UPI,Chennai,696865,First,Offline (Friends/Family),Delivered,1.0,First
ORD-20220804-003284,CUST-0012715,2022-08-04 13:26:00,2-item cart,1800,1522,278,15.5,UPI,Chandigarh,468231,First,Meta,Returned,1.0,First
ORD-20220804-003285,CUST-0025862,2022-08-04 11:55:00,Single item,2096,1604,492,23.5,Card,Chennai,307007,Repeat,Meta,Delivered,2.0,Repeat
ORD-20220804-003286,CUST-0013242,2022-08-04 18:09:00,Mixed Cart,1979,1663,316,16.0,UPI,Pune,262384,Repeat,Meta,Delivered,2.0,Repeat
ORD-20220804-003287,CUST-0012709,2022-08-04 14:35:00,Mixed Cart,2161,1805,356,16.5,Card,Lucknow,661126,First,Influencer,Delivered,1.0,First
ORD-20220805-003288,CUST-0014452,2022-08-05 16:47:00,2-item cart,1906,1497,409,21.4,Wallet,Mumbai,279908,Repeat,Meta,Delivered,3.0,Repeat
ORD-20220805-003289,CUST-0005913,2022-08-05 19:56:00,Single item,1937,1419,518,26.8,COD,Patna,192399,First,Meta,RTO,1.0,First
ORD-20220805-003290,CUST-0023544,2022-08-05 12:30:00,Mixed Cart,2649,2022,627,23.7,COD,Mumbai,519420,First,Meta,Delivered,1.0,First
ORD-20220805-003291,CUST-0015293,2022-08-05 23:32:00,Single item,2339,1638,702,30.0,NetBanking,Chandigarh,659628,First,Meta,Delivered,1.0,First
ORD-20220805-003292,CUST-0001507,2022-08-05 16:50:00,2-item cart,2682,2213,469,17.5,Card,Hyderabad,603303,Repeat,Influencer,Delivered,2.0,Repeat
ORD-20220805-003293,CUST-0025112,2022-08-05 16:39:00,Mixed Cart,2314,1969,345,14.9,Card,Bengaluru,178036,First,Meta,RTO,1.0,First
ORD-20220805-003294,CUST-0015361,2022-08-05 10:13:00,2-item cart,1837,1652,184,10.0,UPI,Delhi,243653,First,Google,Delivered,1.0,First
ORD-20220805-003295,CUST-0002636,2022-08-05 23:44:00,Mixed Cart,2131,1807,324,15.2,UPI,Kochi,350406,First,Influencer,RTO,1.0,First
ORD-20220805-003296,CUST-0009813,2022-08-05 18:44:00,Mixed Cart,2561,1793,768,30.0,COD,Lucknow,830092,First,Organic Instagram,Delivered,1.0,First
ORD-20220805-003297,CUST-0013536,2022-08-05 19:21:00,Single item,1883,1498,385,20.4,NetBanking,Coimbatore,699491,First,Organic Instagram,Delivered,1.0,First
ORD-20220805-003298,CUST-0005361,2022-08-05 21:06:00,Mixed Cart,2384,1856,528,22.1,Card,Mumbai,617959,First,Meta,Delivered,1.0,First
ORD-20220805-003299,CUST-0012855,2022-08-05 16:27:00,Single item,2017,1713,304,15.1,Card,Ludhiana,428472,First,Google,Delivered,1.0,First
ORD-20220805-003300,CUST-0009172,2022-08-05 16:54:00,Mixed Cart,2063,1734,329,15.9,UPI,Delhi,827089,First,Meta,Returned,1.0,First
ORD-20220805-003301,CUST-0016075,2022-08-05 19:17:00,Single item,2409,1996,413,17.1,UPI,Hyderabad,831940,First,Influencer,Delivered,1.0,First
ORD-20220805-003302,CUST-0022587,2022-08-05 21:16:00,Single item,2440,1889,552,22.6,Card,Kochi,544689,First,Meta,Delivered,1.0,First
ORD-20220805-003303,CUST-0008177,2022-08-05 23:51:00,Mixed Cart,1800,1479,321,17.8,UPI,Chennai,586866,First,Meta,RTO,1.0,First
ORD-20220805-003304,CUST-0009308,2022-08-05 23:49:00,Mixed Cart,2105,1850,255,12.1,COD,Nagpur,678130,Repeat,Google,Returned,2.0,Repeat
ORD-20220805-003305,CUST-0005546,2022-08-05 19:32:00,2-item cart,1882,1497,385,20.5,Wallet,Kanpur,187424,First,Meta,Delivered,1.0,First
ORD-20220806-003306,CUST-0003874,2022-08-06 16:17:00,Single item,1855,1384,471,25.4,COD,Chennai,479150,First,Influencer,Returned,1.0,First
