Order ID,SKU ID,"Category (top, bottom, outerwear, etc.)",Size,Color,MRP,Selling price,Discount %,Returned? (Y/N),Return reason (if any),Actual discount %
ORD-20220421-001796,SKU-SHI-0003,shirts,XL,Grey,2799,1574,43.8,N,,43.76563058
ORD-20220421-001797,SKU-CRO-0007,croptops,XXL,Blue,1899,1496,21.2,N,,21.22169563
ORD-20220421-001798,SKU-SHI-0006,shirts,XL,White,2799,2180,22.1,Y,RTO,22.11504109
ORD-20220422-001799,SKU-SHI-0001,shirts,M,Navy,1999,999,50,N,,50.02501251
ORD-20220422-001799,SKU-SHI-0001,shirts,XS,Navy,1999,999,50,N,,50.02501251
ORD-20220422-001799,SKU-SHI-0001,shirts,L,Olive,1999,999,50,N,,50.02501251
ORD-20220422-001800,SKU-PAN-0016,pants,L,Black,2499,999,50,N,,60.0240096
ORD-20220422-001800,SKU-SHI-0001,shirts,L,Olive,1999,999,50,N,,50.02501251
ORD-20220422-001801,SKU-TSH-0012,tshirts,L,Beige,1999,999,50,N,,50.02501251
ORD-20220422-001801,SKU-PAN-0002,pants,L,Black,2699,999,50,N,,62.98629122
ORD-20220422-001801,SKU-PAN-0002,pants,S,Beige,2699,999,50,N,,62.98629122
ORD-20220422-001802,SKU-JAC-0031,jackets,L,Maroon,4799,1682,50,N,,64.95103146
ORD-20220422-001803,SKU-CRO-0037,croptops,XS,Maroon,1799,1585,11.9,Y,Size issue,11.8954975
ORD-20220422-001804,SKU-TSH-0004,tshirts,S,Blue,1499,1671,0,N,,-11.47431621
ORD-20220422-001805,SKU-CRO-0005,croptops,S,White,2399,1596,33.5,N,,33.47228012
ORD-20220422-001806,SKU-TSH-0032,tshirts,M,Black,1499,999,33.4,N,,33.35557038
ORD-20220422-001806,SKU-TSH-0041,tshirts,L,White,1499,999,33.4,N,,33.35557038
ORD-20220422-001807,SKU-SHO-0023,shorts,M,Blue,1799,1350,25,N,,24.95831017
ORD-20220422-001808,SKU-TSH-0004,tshirts,XL,Grey,1499,999,33.4,Y,Size issue,33.35557038
ORD-20220422-001808,SKU-SHI-0001,shirts,L,Beige,1999,999,50,Y,Different than images,50.02501251
ORD-20220422-001809,SKU-SHI-0001,shirts,XXL,Olive,1999,1899,5,Y,Fit not as expected,5.002501251
ORD-20220422-001810,SKU-CRO-0035,croptops,XXL,Maroon,1799,1795,0.2,N,,0.222345748
ORD-20220422-001811,SKU-PAN-0009,pants,S,Olive,2799,1560,44.3,N,,44.26580922
ORD-20220422-001812,SKU-SHI-0013,shirts,S,White,2799,1918,31.5,N,,31.47552697
ORD-20220423-001813,SKU-SHI-0001,shirts,XS,Grey,1999,1918,4.1,N,,4.052026013
ORD-20220423-001814,SKU-SHI-0001,shirts,S,White,1999,1962,1.9,N,,1.850925463
ORD-20220423-001815,SKU-TSH-0029,tshirts,L,Black,1699,999,41.2,N,,41.2007063
ORD-20220423-001815,SKU-SHI-0001,shirts,L,Grey,1999,999,50,N,,50.02501251
ORD-20220423-001816,SKU-CRO-0007,croptops,XL,Maroon,1899,1690,11,N,,11.00579252
ORD-20220423-001817,SKU-CRO-0007,croptops,XXL,Maroon,1899,1893,0.3,N,,0.315955766
ORD-20220423-001818,SKU-SHI-0001,shirts,XXL,Grey,1999,2085,0,N,,-4.302151076
ORD-20220423-001819,SKU-TSH-0010,tshirts,XL,Black,1799,999,44.5,N,,44.46914953
ORD-20220423-001819,SKU-PAN-0018,pants,S,Beige,2799,999,50,N,,64.30868167
ORD-20220423-001820,SKU-SHI-0001,shirts,XS,Black,1999,999,50,N,,50.02501251
ORD-20220423-001820,SKU-PAN-0008,pants,M,Black,2999,999,50,N,,66.6888963
ORD-20220423-001821,SKU-PAN-0002,pants,XXL,Navy,2699,999,50,Y,Size issue,62.98629122
ORD-20220423-001821,SKU-TSH-0010,tshirts,L,Blue,1799,999,44.5,Y,Size issue,44.46914953
ORD-20220423-001822,SKU-PAN-0008,pants,S,Olive,2999,1077,50,N,,64.08802934
ORD-20220423-001822,SKU-PAN-0002,pants,XL,Maroon,2699,999,50,N,,62.98629122
ORD-20220423-001823,SKU-SHI-0001,shirts,XS,Olive,1999,999,50,N,,50.02501251
ORD-20220423-001823,SKU-JAC-0031,jackets,L,Beige,4799,1071,50,N,,77.68285059
ORD-20220423-001824,SKU-SHI-0001,shirts,XS,Blue,1999,1666,16.7,Y,Fit not as expected,16.65832916
ORD-20220423-001825,SKU-SHI-0003,shirts,S,Maroon,2799,1525,45.5,N,,45.51625581
ORD-20220424-001826,SKU-SHI-0001,shirts,S,Black,1999,999,50,Y,Size issue,50.02501251
ORD-20220424-001826,SKU-SHI-0001,shirts,XXL,Navy,1999,999,50,Y,Fit not as expected,50.02501251
ORD-20220424-001827,SKU-PAN-0021,pants,XS,Olive,2799,2000,28.5,N,,28.54590925
ORD-20220424-001828,SKU-CRO-0007,croptops,XXL,Navy,1899,999,47.4,N,,47.39336493
ORD-20220424-001828,SKU-SHI-0001,shirts,XS,Grey,1999,999,50,N,,50.02501251
ORD-20220424-001829,SKU-SHI-0001,shirts,XS,Olive,1999,999,50,N,,50.02501251
ORD-20220424-001829,SKU-SHI-0001,shirts,XXL,Olive,1999,999,50,N,,50.02501251
ORD-20220424-001829,SKU-CRO-0030,croptops,XL,Olive,1599,999,37.5,N,,37.52345216
ORD-20220424-001830,SKU-SHI-0001,shirts,L,Beige,1999,999,50,N,,50.02501251
ORD-20220424-001830,SKU-PAN-0022,pants,S,Black,2499,999,50,N,,60.0240096
ORD-20220424-001831,SKU-PAN-0002,pants,L,Maroon,2699,2244,16.9,N,,16.85809559
ORD-20220424-001832,SKU-TSH-0012,tshirts,XL,Navy,1999,1886,5.7,Y,RTO,5.652826413
ORD-20220424-001833,SKU-SHI-0001,shirts,XXL,Blue,1999,999,50,N,,50.02501251
ORD-20220424-001833,SKU-SHI-0001,shirts,XS,Olive,1999,999,50,N,,50.02501251
ORD-20220424-001833,SKU-SHI-0001,shirts,XL,Black,1999,999,50,N,,50.02501251
ORD-20220424-001834,SKU-PAN-0008,pants,S,Grey,2999,999,50,N,,66.6888963
ORD-20220424-001834,SKU-SHI-0001,shirts,XS,Blue,1999,999,50,N,,50.02501251
ORD-20220424-001835,SKU-PAN-0002,pants,XS,Maroon,2699,999,50,Y,RTO,62.98629122
ORD-20220424-001835,SKU-CRO-0042,croptops,L,Grey,1799,999,44.5,Y,RTO,44.46914953
ORD-20220424-001836,SKU-SHI-0001,shirts,M,Maroon,1999,2098,0,N,,-4.952476238
ORD-20220424-001837,SKU-SHI-0001,shirts,XL,Grey,1999,1527,23.6,N,,23.6118059
ORD-20220424-001838,SKU-CRO-0019,croptops,L,Blue,1799,999,44.5,Y,Different than images,44.46914953
ORD-20220424-001838,SKU-PAN-0002,pants,XL,Maroon,2699,1103,50,Y,Size issue,59.13301223
ORD-20220424-001839,SKU-CRO-0005,croptops,XXL,Beige,2399,999,50,N,,58.35764902
ORD-20220424-001839,SKU-PAN-0002,pants,M,Black,2699,999,50,N,,62.98629122
ORD-20220424-001840,SKU-CRO-0005,croptops,XS,Navy,2399,1696,29.3,N,,29.30387662
ORD-20220424-001841,SKU-SHI-0017,shirts,XS,Black,2299,1664,27.6,Y,Quality concern,27.62070465
ORD-20220424-001842,SKU-TSH-0004,tshirts,XL,Maroon,1499,999,33.4,N,,33.35557038
ORD-20220424-001842,SKU-SHI-0003,shirts,L,Beige,2799,1110,50,N,,60.34297964
ORD-20220424-001843,SKU-SHI-0003,shirts,XL,Beige,2799,1350,50,N,,51.76848875
ORD-20220424-001844,SKU-CRO-0007,croptops,M,Black,1899,999,47.4,N,,47.39336493
ORD-20220424-001844,SKU-SHO-0050,shorts,L,Navy,1799,999,44.5,N,,44.46914953
ORD-20220425-001845,SKU-SHO-0011,shorts,XS,White,1799,1658,7.8,N,,7.837687604
ORD-20220425-001846,SKU-SHI-0001,shirts,S,Grey,1999,2056,0,N,,-2.851425713
ORD-20220425-001847,SKU-SHI-0001,shirts,M,Grey,1999,1779,11,N,,11.00550275
ORD-20220425-001848,SKU-PAN-0002,pants,XS,Maroon,2699,999,50,Y,Different than images,62.98629122
ORD-20220425-001848,SKU-PAN-0047,pants,XXL,Black,2499,999,50,Y,Fit not as expected,60.0240096
ORD-20220425-001849,SKU-SHI-0001,shirts,L,Grey,1999,1559,22,Y,Fit not as expected,22.0110055
ORD-20220425-001850,SKU-SHI-0003,shirts,XXL,Beige,2799,999,50,N,,64.30868167
ORD-20220425-001850,SKU-SHO-0011,shorts,M,Grey,1799,999,44.5,N,,44.46914953
ORD-20220425-001851,SKU-SHI-0001,shirts,XXL,Navy,1999,2033,0,Y,Fit not as expected,-1.700850425
ORD-20220425-001852,SKU-TSH-0032,tshirts,XXL,Olive,1499,999,33.4,Y,Different than images,33.35557038
ORD-20220425-001852,SKU-SHI-0001,shirts,XL,Maroon,1999,999,50,Y,Size issue,50.02501251
ORD-20220425-001853,SKU-TSH-0004,tshirts,XS,Black,1499,1592,0,Y,Quality concern,-6.204136091
ORD-20220425-001854,SKU-SHI-0001,shirts,XS,Beige,1999,1957,2.1,N,,2.101050525
ORD-20220425-001855,SKU-CRO-0005,croptops,XS,White,2399,999,50,N,,58.35764902
ORD-20220425-001855,SKU-CRO-0042,croptops,L,Grey,1799,999,44.5,N,,44.46914953
ORD-20220425-001856,SKU-SHO-0011,shorts,L,White,1799,1782,0.9,N,,0.944969427
ORD-20220425-001857,SKU-PAN-0008,pants,M,Maroon,2999,999,50,N,,66.6888963
ORD-20220425-001857,SKU-PAN-0002,pants,L,Olive,2699,999,50,N,,62.98629122
ORD-20220425-001858,SKU-PAN-0002,pants,XL,White,2699,1730,35.9,N,,35.90218599
ORD-20220425-001859,SKU-PAN-0022,pants,XL,Olive,2499,1720,31.2,Y,Size issue,31.17246899
ORD-20220425-001860,SKU-SHI-0017,shirts,M,Blue,2299,1597,30.5,N,,30.53501522
ORD-20220425-001861,SKU-CRO-0005,croptops,XXL,Olive,2399,999,50,N,,58.35764902
ORD-20220425-001861,SKU-PAN-0009,pants,M,Navy,2799,999,50,N,,64.30868167
ORD-20220425-001862,SKU-CRO-0005,croptops,XL,Blue,2399,1038,50,Y,Size issue,56.73197165
ORD-20220425-001862,SKU-SHI-0001,shirts,S,Grey,1999,999,50,Y,Size issue,50.02501251
ORD-20220425-001863,SKU-SHI-0001,shirts,XL,Black,1999,1640,18,N,,17.95897949
ORD-20220425-001864,SKU-CRO-0014,croptops,XL,Beige,1799,999,44.5,N,,44.46914953
ORD-20220425-001864,SKU-SHI-0045,shirts,XS,Olive,2299,999,50,N,,56.54632449
ORD-20220425-001865,SKU-PAN-0008,pants,XXL,Navy,2999,1618,46,N,,46.04868289
ORD-20220425-001866,SKU-SHO-0011,shorts,XS,Grey,1799,999,44.5,N,,44.46914953
ORD-20220425-001866,SKU-PAN-0002,pants,L,Maroon,2699,999,50,N,,62.98629122
ORD-20220425-001867,SKU-CRO-0019,croptops,XS,Grey,1799,2293,0,N,,-27.45969983
ORD-20220426-001868,SKU-PAN-0002,pants,L,White,2699,1636,39.4,N,,39.38495739
ORD-20220426-001869,SKU-PAN-0002,pants,XL,Maroon,2699,999,50,N,,62.98629122
ORD-20220426-001869,SKU-TSH-0004,tshirts,XS,Grey,1499,999,33.4,N,,33.35557038
ORD-20220426-001870,SKU-PAN-0021,pants,S,Beige,2799,1401,49.9,Y,RTO,49.94640943
ORD-20220426-001871,SKU-PAN-0018,pants,M,Olive,2799,1830,34.6,Y,Size issue,34.61950697
ORD-20220426-001872,SKU-SHI-0001,shirts,M,Blue,1999,1458,27.1,Y,Quality concern,27.06353177
ORD-20220426-001873,SKU-SHO-0033,shorts,XL,Maroon,2099,1583,24.6,Y,RTO,24.58313483
ORD-20220426-001874,SKU-SHI-0001,shirts,XXL,Olive,1999,999,50,N,,50.02501251
ORD-20220426-001874,SKU-SHI-0001,shirts,XS,Navy,1999,999,50,N,,50.02501251
ORD-20220426-001875,SKU-SHI-0001,shirts,L,Black,1999,1784,10.8,Y,Different than images,10.75537769
ORD-20220426-001876,SKU-PAN-0026,pants,XXL,Olive,3299,1646,50,N,,50.10609276
ORD-20220426-001877,SKU-PAN-0002,pants,XXL,Grey,2699,1851,31.4,N,,31.41904409
ORD-20220427-001878,SKU-CRO-0005,croptops,XS,Maroon,2399,1408,41.3,N,,41.3088787
ORD-20220427-001879,SKU-PAN-0018,pants,M,Blue,2799,1585,43.4,Y,Different than images,43.37263308
ORD-20220427-001880,SKU-SHI-0001,shirts,XS,Grey,1999,1868,6.6,N,,6.553276638
ORD-20220427-001881,SKU-SHI-0001,shirts,S,Black,1999,1744,12.8,Y,Size issue,12.75637819
ORD-20220427-001882,SKU-TSH-0004,tshirts,M,Beige,1499,1577,0,N,,-5.203468979
ORD-20220427-001883,SKU-CRO-0005,croptops,XL,Maroon,2399,2295,4.3,N,,4.335139642
ORD-20220427-001884,SKU-SHI-0003,shirts,XL,White,2799,999,50,N,,64.30868167
ORD-20220427-001884,SKU-SHI-0001,shirts,XXL,Black,1999,999,50,N,,50.02501251
ORD-20220427-001885,SKU-PAN-0002,pants,S,Olive,2699,999,50,Y,Different than images,62.98629122
ORD-20220427-001885,SKU-SHI-0013,shirts,L,Blue,2799,999,50,Y,Quality concern,64.30868167
ORD-20220427-001886,SKU-SHI-0006,shirts,XL,Navy,2799,999,50,Y,Size issue,64.30868167
ORD-20220427-001886,SKU-CRO-0007,croptops,L,Beige,1899,999,47.4,Y,Size issue,47.39336493
ORD-20220427-001887,SKU-PAN-0002,pants,S,Blue,2699,999,50,N,,62.98629122
ORD-20220427-001887,SKU-TSH-0010,tshirts,S,Blue,1799,999,44.5,N,,44.46914953
ORD-20220427-001888,SKU-PAN-0002,pants,M,Grey,2699,1529,43.3,N,,43.34938866
ORD-20220427-001889,SKU-PAN-0021,pants,XS,Blue,2799,1401,49.9,Y,Changed mind,49.94640943
ORD-20220427-001890,SKU-PAN-0028,pants,M,Grey,3299,1941,41.2,N,,41.16398909
ORD-20220427-001891,SKU-SHI-0003,shirts,S,Navy,2799,999,50,N,,64.30868167
ORD-20220427-001891,SKU-SHI-0001,shirts,S,Olive,1999,999,50,N,,50.02501251
ORD-20220427-001892,SKU-PAN-0002,pants,XXL,White,2699,1405,47.9,N,,47.94368285
ORD-20220427-001893,SKU-SHI-0001,shirts,L,Beige,1999,1512,24.4,N,,24.36218109
ORD-20220427-001894,SKU-SHI-0024,shirts,M,Maroon,2299,1495,35,N,,34.97172684
ORD-20220427-001895,SKU-SHI-0001,shirts,S,Navy,1999,999,50,Y,Size issue,50.02501251
ORD-20220427-001895,SKU-SHI-0003,shirts,XL,Black,2799,999,50,Y,Changed mind,64.30868167
ORD-20220427-001896,SKU-SHI-0001,shirts,S,White,1999,999,50,Y,RTO,50.02501251
ORD-20220427-001896,SKU-PAN-0016,pants,S,Navy,2499,1003,50,Y,RTO,59.86394558
ORD-20220427-001897,SKU-SHO-0023,shorts,XL,Beige,1799,999,44.5,Y,RTO,44.46914953
ORD-20220427-001897,SKU-SHI-0001,shirts,S,Beige,1999,999,50,Y,RTO,50.02501251
ORD-20220427-001898,SKU-SHI-0001,shirts,M,Beige,1999,999,50,Y,RTO,50.02501251
ORD-20220427-001898,SKU-SHI-0001,shirts,L,White,1999,999,50,Y,RTO,50.02501251
ORD-20220427-001899,SKU-CRO-0007,croptops,XL,Black,1899,1762,7.2,Y,RTO,7.214323328
ORD-20220427-001900,SKU-TSH-0012,tshirts,M,Grey,1999,2215,0,N,,-10.8054027
ORD-20220427-001901,SKU-SHI-0003,shirts,L,Olive,2799,1167,50,N,,58.30653805
ORD-20220427-001901,SKU-SHI-0001,shirts,XL,Maroon,1999,999,50,N,,50.02501251
ORD-20220427-001902,SKU-SHI-0006,shirts,S,Black,2799,1013,50,N,,63.80850304
ORD-20220427-001902,SKU-SHI-0001,shirts,XL,Olive,1999,999,50,N,,50.02501251
ORD-20220428-001903,SKU-CRO-0014,croptops,XS,Beige,1799,999,44.5,N,,44.46914953
ORD-20220428-001903,SKU-TSH-0004,tshirts,M,Maroon,1499,999,33.4,N,,33.35557038
ORD-20220428-001904,SKU-SHI-0001,shirts,M,Navy,1999,1763,11.8,N,,11.80590295
ORD-20220428-001905,SKU-SHI-0003,shirts,L,Blue,2799,1449,48.2,Y,Size issue,48.23151125
ORD-20220428-001906,SKU-PAN-0002,pants,XL,White,2699,2078,23,N,,23.00852167
ORD-20220428-001907,SKU-PAN-0002,pants,M,White,2699,2120,21.5,Y,RTO,21.45238977
ORD-20220428-001908,SKU-SHI-0013,shirts,XXL,Maroon,2799,1591,43.2,N,,43.15827081
ORD-20220428-001909,SKU-SHI-0003,shirts,M,Beige,2799,1922,31.3,N,,31.33261879
ORD-20220428-001910,SKU-TSH-0010,tshirts,S,Navy,1799,1659,7.8,N,,7.782101167
ORD-20220428-001911,SKU-SHI-0001,shirts,XS,Olive,1999,1688,15.6,N,,15.55777889
ORD-20220428-001912,SKU-PAN-0002,pants,XS,Grey,2699,1730,35.9,N,,35.90218599
ORD-20220428-001913,SKU-SHI-0001,shirts,S,Olive,1999,2042,0,N,,-2.151075538
ORD-20220428-001914,SKU-SHI-0001,shirts,XS,Grey,1999,999,50,N,,50.02501251
ORD-20220428-001914,SKU-TSH-0012,tshirts,L,Maroon,1999,999,50,N,,50.02501251
ORD-20220428-001915,SKU-SHO-0023,shorts,S,Grey,1799,1704,5.3,Y,Size issue,5.280711506
ORD-20220428-001916,SKU-TSH-0010,tshirts,XXL,White,1799,1491,17.1,N,,17.12062257
ORD-20220428-001917,SKU-PAN-0022,pants,S,Black,2499,1999,20,Y,Size issue,20.0080032
ORD-20220428-001918,SKU-SHI-0003,shirts,M,White,2799,1699,39.3,Y,RTO,39.29974991
ORD-20220428-001919,SKU-TSH-0010,tshirts,XL,Maroon,1799,1544,14.2,Y,RTO,14.17454141
ORD-20220428-001920,SKU-SHI-0001,shirts,L,Beige,1999,1853,7.3,Y,Size issue,7.303651826
ORD-20220429-001921,SKU-SHI-0001,shirts,L,Grey,1999,1953,2.3,N,,2.301150575
ORD-20220429-001922,SKU-SHI-0024,shirts,XXL,Grey,2299,2138,7,N,,7.003044802
ORD-20220429-001923,SKU-TSH-0012,tshirts,L,Blue,1999,999,50,N,,50.02501251
ORD-20220429-001923,SKU-SHI-0006,shirts,L,Maroon,2799,999,50,N,,64.30868167
ORD-20220429-001924,SKU-SHI-0015,shirts,XXL,Black,2199,999,50,Y,RTO,54.57025921
ORD-20220429-001924,SKU-JAC-0031,jackets,M,Beige,4799,999,50,Y,RTO,79.18316316
ORD-20220429-001924,SKU-JAC-0027,jackets,M,Grey,4799,999,50,Y,RTO,79.18316316
ORD-20220429-001924,SKU-PAN-0002,pants,S,Beige,2699,999,50,Y,RTO,62.98629122
ORD-20220429-001925,SKU-SHI-0001,shirts,XL,Black,1999,999,50,N,,50.02501251
ORD-20220429-001925,SKU-PAN-0021,pants,S,Grey,2799,999,50,N,,64.30868167
ORD-20220429-001926,SKU-SHI-0001,shirts,XXL,Blue,1999,2075,0,N,,-3.80190095
ORD-20220429-001927,SKU-TSH-0004,tshirts,M,Beige,1499,999,33.4,Y,RTO,33.35557038
ORD-20220429-001927,SKU-SHO-0033,shorts,XXL,Olive,2099,999,50,Y,RTO,52.40590758
ORD-20220429-001927,SKU-PAN-0028,pants,XL,Maroon,3299,999,50,Y,RTO,69.71809639
ORD-20220429-001928,SKU-CRO-0043,croptops,M,Navy,1799,999,44.5,N,,44.46914953
ORD-20220429-001928,SKU-SHI-0001,shirts,L,Olive,1999,1067,46.6,N,,46.62331166
ORD-20220429-001929,SKU-SHI-0006,shirts,XL,White,2799,1800,35.7,N,,35.69131833
ORD-20220429-001930,SKU-SHI-0001,shirts,M,Olive,1999,1455,27.2,N,,27.2136068
ORD-20220429-001931,SKU-SHI-0003,shirts,S,Navy,2799,1644,41.3,Y,Size issue,41.26473741
ORD-20220429-001932,SKU-PAN-0008,pants,L,Black,2999,999,50,Y,Size issue,66.6888963
ORD-20220429-001932,SKU-PAN-0008,pants,M,Black,2999,999,50,Y,Size issue,66.6888963
ORD-20220429-001933,SKU-SHI-0001,shirts,XS,Olive,1999,1437,28.1,N,,28.11405703
ORD-20220429-001934,SKU-SHI-0001,shirts,XXL,Navy,1999,1883,5.8,N,,5.802901451
ORD-20220429-001935,SKU-PAN-0009,pants,XXL,Blue,2799,1751,37.4,N,,37.44194355
ORD-20220429-001936,SKU-JAC-0025,jackets,L,White,4499,1698,50,N,,62.25827962
ORD-20220429-001937,SKU-PAN-0008,pants,L,Blue,2999,2033,32.2,Y,Different than images,32.21073691
ORD-20220429-001938,SKU-CRO-0019,croptops,XS,Beige,1799,2279,0,Y,Size issue,-26.68148972
ORD-20220430-001939,SKU-SHI-0001,shirts,XS,Grey,1999,1926,3.7,Y,Changed mind,3.651825913
ORD-20220430-001940,SKU-CRO-0005,croptops,M,Grey,2399,999,50,N,,58.35764902
ORD-20220430-001940,SKU-SHI-0001,shirts,S,Navy,1999,999,50,N,,50.02501251
ORD-20220430-001941,SKU-PAN-0002,pants,M,Black,2699,1728,36,N,,35.97628751
ORD-20220430-001942,SKU-PAN-0026,pants,M,White,3299,2159,34.6,N,,34.55592604
ORD-20220430-001943,SKU-TSH-0010,tshirts,XXL,Maroon,1799,999,44.5,N,,44.46914953
ORD-20220430-001943,SKU-SHI-0001,shirts,L,Navy,1999,999,50,N,,50.02501251
ORD-20220430-001944,SKU-TSH-0004,tshirts,XL,Navy,1499,1740,0,N,,-16.07738492
ORD-20220430-001945,SKU-PAN-0016,pants,XXL,Olive,2499,999,50,N,,60.0240096
ORD-20220430-001945,SKU-SHI-0001,shirts,S,Blue,1999,999,50,N,,50.02501251
ORD-20220430-001946,SKU-SHI-0001,shirts,XS,Maroon,1999,1789,10.5,N,,10.50525263
ORD-20220430-001947,SKU-SHI-0001,shirts,XXL,White,1999,1602,19.9,N,,19.85992996
ORD-20220430-001948,SKU-PAN-0021,pants,XS,Beige,2799,2178,22.2,N,,22.18649518
ORD-20220430-001949,SKU-PAN-0028,pants,S,Black,3299,2049,37.9,Y,Size issue,37.89026978
ORD-20220430-001950,SKU-TSH-0004,tshirts,XL,Maroon,1499,2142,0,Y,Size issue,-42.89526351
ORD-20220430-001951,SKU-SHI-0001,shirts,XL,Maroon,1999,999,50,Y,Size issue,50.02501251
ORD-20220430-001951,SKU-SHI-0036,shirts,L,Blue,2299,999,50,Y,Size issue,56.54632449
ORD-20220430-001952,SKU-SHI-0001,shirts,S,Grey,1999,999,50,N,,50.02501251
ORD-20220430-001952,SKU-PAN-0021,pants,L,Maroon,2799,999,50,N,,64.30868167
ORD-20220430-001953,SKU-SHI-0001,shirts,M,Beige,1999,999,50,N,,50.02501251
ORD-20220430-001953,SKU-SHI-0003,shirts,M,Blue,2799,999,50,N,,64.30868167
ORD-20220430-001954,SKU-SHI-0001,shirts,XXL,Black,1999,1714,14.3,N,,14.25712856
ORD-20220430-001955,SKU-SHI-0001,shirts,L,Blue,1999,1576,21.2,N,,21.16058029
ORD-20220430-001956,SKU-PAN-0028,pants,XS,Blue,3299,1053,50,N,,68.08123674
ORD-20220430-001956,SKU-SHI-0001,shirts,XL,Navy,1999,999,50,N,,50.02501251
ORD-20220430-001957,SKU-PAN-0002,pants,XL,Olive,2699,999,50,N,,62.98629122
ORD-20220430-001957,SKU-TSH-0012,tshirts,XXL,Navy,1999,999,50,N,,50.02501251
ORD-20220430-001958,SKU-CRO-0042,croptops,XXL,Black,1799,1648,8.4,Y,Delayed delivery,8.393551973
ORD-20220430-001959,SKU-PAN-0009,pants,XXL,Maroon,2799,1922,31.3,N,,31.33261879
ORD-20220430-001960,SKU-TSH-0004,tshirts,XL,Maroon,1499,1476,1.5,Y,Delayed delivery,1.534356237
ORD-20220430-001961,SKU-SHO-0040,shorts,XL,Beige,1999,1370,31.5,N,,31.46573287
ORD-20220501-001962,SKU-SHI-0015,shirts,XS,Blue,2199,1711,22.2,Y,Quality concern,22.19190541
ORD-20220501-001963,SKU-PAN-0002,pants,M,Navy,2699,1964,27.2,N,,27.23230826
ORD-20220501-001964,SKU-CRO-0048,croptops,S,Blue,1799,1440,20,Y,RTO,19.95553085
ORD-20220501-001965,SKU-PAN-0008,pants,XL,Maroon,2999,1723,42.5,N,,42.54751584
ORD-20220501-001966,SKU-SHO-0011,shorts,M,Olive,1799,1665,7.4,N,,7.448582546
ORD-20220501-001967,SKU-SHI-0001,shirts,XL,Black,1999,1937,3.1,Y,Size issue,3.101550775
ORD-20220501-001968,SKU-SHI-0001,shirts,S,Olive,1999,1472,26.4,N,,26.36318159
ORD-20220501-001969,SKU-PAN-0008,pants,XXL,White,2999,1609,46.3,N,,46.34878293
ORD-20220501-001970,SKU-SHI-0001,shirts,M,Black,1999,2211,0,N,,-10.60530265
ORD-20220501-001971,SKU-TSH-0004,tshirts,XS,Olive,1499,999,33.4,N,,33.35557038
ORD-20220501-001971,SKU-SHI-0001,shirts,M,Black,1999,999,50,N,,50.02501251
ORD-20220501-001972,SKU-PAN-0009,pants,XXL,Blue,2799,999,50,N,,64.30868167
ORD-20220501-001972,SKU-SHI-0024,shirts,XS,Olive,2299,999,50,N,,56.54632449
ORD-20220502-001973,SKU-SHI-0013,shirts,M,Grey,2799,1828,34.7,N,,34.69096106
ORD-20220502-001974,SKU-PAN-0008,pants,L,White,2999,1420,50,Y,Size issue,52.65088363
ORD-20220502-001975,SKU-SHI-0001,shirts,S,Beige,1999,999,50,N,,50.02501251
ORD-20220502-001975,SKU-SHI-0001,shirts,XXL,Grey,1999,999,50,N,,50.02501251
ORD-20220502-001976,SKU-SHI-0001,shirts,S,Black,1999,1984,0.8,Y,RTO,0.750375188
ORD-20220502-001977,SKU-SHI-0001,shirts,L,Black,1999,2292,0,N,,-14.65732866
ORD-20220502-001978,SKU-PAN-0028,pants,XXL,Black,3299,999,50,N,,69.71809639
ORD-20220502-001978,SKU-TSH-0041,tshirts,M,Grey,1499,999,33.4,N,,33.35557038
ORD-20220502-001979,SKU-PAN-0002,pants,XXL,Olive,2699,1979,26.7,N,,26.67654687
ORD-20220502-001980,SKU-SHI-0003,shirts,L,Blue,2799,1632,41.7,N,,41.69346195
ORD-20220502-001981,SKU-SHI-0001,shirts,XS,Grey,1999,2257,0,Y,Delayed delivery,-12.90645323
ORD-20220502-001982,SKU-TSH-0010,tshirts,XL,Beige,1799,2058,0,N,,-14.39688716
ORD-20220502-001983,SKU-CRO-0005,croptops,XXL,Grey,2399,1351,43.7,Y,Different than images,43.6848687
ORD-20220502-001984,SKU-SHI-0045,shirts,M,Beige,2299,999,50,Y,Delayed delivery,56.54632449
ORD-20220502-001984,SKU-SHI-0001,shirts,M,White,1999,999,50,Y,Delayed delivery,50.02501251
ORD-20220502-001984,SKU-SHI-0001,shirts,XS,Beige,1999,999,50,Y,Changed mind,50.02501251
ORD-20220503-001985,SKU-SHI-0001,shirts,XXL,Blue,1999,1547,22.6,N,,22.61130565
ORD-20220503-001986,SKU-PAN-0002,pants,M,Beige,2699,2276,15.7,Y,Fit not as expected,15.67247129
ORD-20220503-001987,SKU-CRO-0007,croptops,M,Olive,1899,999,47.4,Y,RTO,47.39336493
ORD-20220503-001987,SKU-TSH-0012,tshirts,XS,Blue,1999,999,50,Y,RTO,50.02501251
ORD-20220503-001988,SKU-CRO-0035,croptops,S,Beige,1799,2063,0,N,,-14.67481934
ORD-20220503-001989,SKU-SHI-0001,shirts,M,Beige,1999,1591,20.4,N,,20.4102051
ORD-20220503-001990,SKU-SHI-0015,shirts,S,Olive,2199,1950,11.3,N,,11.32332879
ORD-20220503-001991,SKU-SHO-0023,shorts,S,Maroon,1799,1578,12.3,N,,12.28460256
